"Gender","Age","Driving_License","Region_Code","Previously_Insured","Vehicle_Age","Vehicle_Damage","Annual_Premium","Policy_Sales_Channel","Vintage","Response"
"Male",5.2363,"1","46","1","1-2 Year","No","medium","26",291,"0"
"Female",-17.7637,"1","8","1","< 1 Year","No","medium","160",151,"0"
"Male",-11.7637,"1","37","1","< 1 Year","No","medium","152",146,"0"
"Male",-16.7637,"1","25","0","< 1 Year","Yes","medium","152",20,"0"
"Female",-15.7637,"1","26","1","< 1 Year","No","medium","152",25,"0"
"Female",20.2363,"1","28","0","> 2 Years","Yes","high","13",296,"1"
"Female",-17.7637,"1","21","1","< 1 Year","No","medium","152",217,"0"
"Male",4.2363,"1","10","1","1-2 Year","No","low","30",96,"0"
"Female",-7.7637,"1","28","0","1-2 Year","No","medium","124",82,"0"
"Female",-15.7637,"1","13","1","< 1 Year","No","low","152",205,"0"
"Female",16.2363,"1","28","1","1-2 Year","No","high","26",13,"0"
"Male",10.2363,"1","28","0","1-2 Year","Yes","high","25",168,"0"
"Female",-7.7637,"1","41","1","< 1 Year","No","medium","152",163,"0"
"Male",13.2363,"1","41","1","1-2 Year","No","medium","136",68,"0"
"Male",5.2363,"1","13","0","1-2 Year","Yes","medium","124",294,"0"
"Male",-4.7637,"1","14","0","1-2 Year","Yes","medium","26",57,"1"
"Male",-2.7637,"1","41","0","1-2 Year","Yes","medium","151",189,"0"
"Male",-16.7637,"1","43","0","< 1 Year","Yes","medium","124",119,"0"
"Male",-2.7637,"1","29","0","1-2 Year","Yes","medium","163",119,"0"
"Male",-15.7637,"1","22","0","< 1 Year","Yes","medium","152",102,"0"
"Male",25.2363,"1","9","0","1-2 Year","Yes","medium","26",233,"0"
"Female",31.2363,"1","3","0","1-2 Year","Yes","medium","26",299,"0"
"Male",14.2363,"1","37","0","1-2 Year","Yes","medium","157",195,"0"
"Female",-13.7637,"1","12","1","< 1 Year","No","high","152",16,"0"
"Female",-10.7637,"1","25","0","< 1 Year","Yes","medium","124",195,"1"
"Female",5.2363,"1","28","0","1-2 Year","Yes","high","4",159,"0"
"Male",0.2363,"1","8","1","1-2 Year","No","medium","7",279,"0"
"Male",29.2363,"1","28","0","> 2 Years","Yes","high","26",79,"0"
"Female",-3.7637,"1","5","1","1-2 Year","No","low","152",24,"0"
"Male",26.2363,"1","47","0","1-2 Year","Yes","high","26",64,"0"
"Male",-9.7637,"1","37","0","< 1 Year","Yes","medium","152",139,"0"
"Male",-16.7637,"1","6","1","< 1 Year","No","low","152",20,"0"
"Female",-17.7637,"1","33","1","< 1 Year","Yes","low","152",65,"0"
"Female",-13.7637,"1","46","1","< 1 Year","No","medium","152",290,"0"
"Female",19.2363,"1","11","1","1-2 Year","No","medium","152",292,"0"
"Female",-17.7637,"1","8","0","< 1 Year","Yes","medium","152",87,"0"
"Female",2.2363,"1","28","0","1-2 Year","Yes","high","55",224,"0"
"Male",-4.7637,"1","41","0","1-2 Year","Yes","medium","152",256,"0"
"Male",24.2363,"1","28","0","> 2 Years","Yes","medium","124",190,"0"
"Female",38.2363,"1","18","0","1-2 Year","Yes","medium","124",127,"0"
"Male",-14.7637,"1","30","0","< 1 Year","No","low","152",155,"0"
"Female",-10.7637,"1","49","1","< 1 Year","No","medium","152",260,"0"
"Male",-15.7637,"1","13","0","< 1 Year","Yes","medium","26",95,"0"
"Female",-7.7637,"1","11","1","1-2 Year","No","medium","26",46,"0"
"Male",-13.7637,"1","37","1","< 1 Year","No","medium","152",73,"0"
"Male",4.2363,"1","28","1","1-2 Year","No","high","26",43,"0"
"Female",-15.7637,"1","8","1","< 1 Year","No","medium","151",213,"0"
"Female",-8.7637,"1","21","1","< 1 Year","No","medium","151",228,"0"
"Male",10.2363,"1","8","1","1-2 Year","No","low","124",269,"0"
"Male",1.2363,"1","28","1","1-2 Year","No","medium","124",85,"0"
"Male",-7.7637,"1","28","0","< 1 Year","Yes","high","122",107,"1"
"Female",0.2363,"1","28","1","1-2 Year","No","medium","124",295,"0"
"Female",-14.7637,"1","27","0","< 1 Year","Yes","medium","152",23,"0"
"Female",15.2363,"1","7","1","1-2 Year","No","high","26",152,"0"
"Female",-15.7637,"1","27","1","< 1 Year","No","low","152",297,"0"
"Male",9.2363,"1","41","0","1-2 Year","Yes","medium","26",113,"0"
"Female",-15.7637,"1","12","1","< 1 Year","No","medium","152",57,"0"
"Male",7.2363,"1","28","0","1-2 Year","Yes","medium","124",140,"0"
"Male",-8.7637,"1","46","0","< 1 Year","Yes","low","124",292,"0"
"Female",26.2363,"1","8","0","1-2 Year","Yes","medium","26",279,"0"
"Male",-14.7637,"1","30","0","< 1 Year","Yes","low","152",288,"1"
"Male",11.2363,"1","8","1","1-2 Year","No","medium","124",90,"0"
"Male",10.2363,"1","41","0","1-2 Year","Yes","high","26",139,"1"
"Male",-9.7637,"1","10","1","< 1 Year","No","low","160",74,"0"
"Female",-17.7637,"1","3","1","< 1 Year","No","medium","160",151,"0"
"Female",-16.7637,"1","12","1","< 1 Year","No","low","152",251,"0"
"Male",-11.7637,"1","11","0","< 1 Year","Yes","medium","154",115,"1"
"Male",-15.7637,"1","16","1","< 1 Year","No","medium","152",269,"0"
"Male",-3.7637,"1","28","1","1-2 Year","Yes","medium","124",273,"0"
"Male",-13.7637,"1","41","1","< 1 Year","No","low","152",237,"0"
"Male",-11.7637,"1","28","0","< 1 Year","Yes","low","151",57,"0"
"Male",-7.7637,"1","5","0","< 1 Year","Yes","medium","154",79,"0"
"Male",20.2363,"1","50","0","1-2 Year","Yes","medium","8",125,"0"
"Female",-16.7637,"1","49","0","< 1 Year","Yes","high","152",137,"0"
"Male",16.2363,"1","29","0","1-2 Year","Yes","medium","26",177,"1"
"Male",5.2363,"1","8","0","1-2 Year","Yes","medium","7",106,"0"
"Male",6.2363,"1","2","1","1-2 Year","Yes","medium","124",99,"0"
"Male",25.2363,"1","28","0","1-2 Year","Yes","high","26",123,"0"
"Female",-14.7637,"1","30","1","< 1 Year","No","medium","152",245,"0"
"Female",-14.7637,"1","8","1","< 1 Year","No","medium","152",87,"0"
"Female",-13.7637,"1","46","1","< 1 Year","No","low","152",259,"0"
"Male",-12.7637,"1","13","1","< 1 Year","No","medium","152",162,"0"
"Male",13.2363,"1","36","1","1-2 Year","No","medium","124",196,"0"
"Female",-17.7637,"1","15","1","< 1 Year","Yes","high","160",194,"0"
"Female",-1.7637,"1","0","0","1-2 Year","No","low","26",184,"0"
"Male",0.2363,"1","36","0","1-2 Year","Yes","low","124",22,"1"
"Female",-14.7637,"1","35","0","< 1 Year","No","medium","152",167,"0"
"Male",-14.7637,"1","37","0","< 1 Year","Yes","medium","156",208,"1"
"Male",-17.7637,"1","17","1","< 1 Year","No","high","152",136,"0"
"Female",5.2363,"1","36","0","1-2 Year","Yes","high","26",219,"1"
"Female",26.2363,"1","33","1","1-2 Year","No","medium","124",178,"0"
"Male",-10.7637,"1","6","1","< 1 Year","No","medium","152",10,"0"
"Male",16.2363,"1","28","0","1-2 Year","Yes","high","13",163,"0"
"Female",-14.7637,"1","30","1","< 1 Year","No","medium","152",122,"0"
"Male",6.2363,"1","10","1","1-2 Year","No","low","26",189,"0"
"Male",-15.7637,"1","4","1","< 1 Year","No","high","152",239,"0"
"Female",-10.7637,"1","13","1","< 1 Year","No","low","152",85,"0"
"Male",11.2363,"1","2","1","1-2 Year","No","low","124",155,"0"
"Male",27.2363,"1","29","1","1-2 Year","No","high","26",19,"0"
"Male",-17.7637,"1","41","1","< 1 Year","Yes","high","163",209,"0"
"Female",-14.7637,"1","17","1","< 1 Year","No","high","152",36,"0"
"Female",5.2363,"1","28","1","1-2 Year","No","high","26",64,"0"
"Female",-13.7637,"1","37","0","< 1 Year","Yes","medium","152",17,"0"
"Male",-11.7637,"1","28","1","< 1 Year","No","high","152",140,"0"
"Male",27.2363,"1","28","0","1-2 Year","Yes","low","26",257,"0"
"Male",-10.7637,"1","8","1","< 1 Year","No","medium","160",298,"0"
"Female",33.2363,"1","28","0","1-2 Year","Yes","high","122",144,"0"
"Male",11.2363,"1","8","0","1-2 Year","Yes","high","124",272,"0"
"Male",7.2363,"1","23","0","1-2 Year","Yes","medium","124",280,"0"
"Male",13.2363,"1","8","0","> 2 Years","Yes","high","26",262,"1"
"Male",14.2363,"1","46","1","1-2 Year","No","low","26",44,"0"
"Male",7.2363,"1","28","0","1-2 Year","Yes","high","26",38,"0"
"Male",7.2363,"1","15","0","1-2 Year","Yes","low","124",207,"0"
"Male",11.2363,"1","29","0","1-2 Year","Yes","medium","156",114,"0"
"Male",34.2363,"1","35","0","1-2 Year","Yes","low","156",110,"1"
"Male",14.2363,"1","45","0","1-2 Year","Yes","medium","26",275,"0"
"Male",36.2363,"1","19","0","1-2 Year","Yes","low","26",118,"0"
"Female",32.2363,"1","42","0","> 2 Years","Yes","low","156",160,"0"
"Male",2.2363,"1","47","1","1-2 Year","No","high","16",218,"0"
"Male",4.2363,"1","28","0","1-2 Year","Yes","high","124",213,"0"
"Female",-15.7637,"1","46","1","< 1 Year","No","medium","152",197,"0"
"Male",-11.7637,"1","15","1","< 1 Year","No","medium","152",108,"0"
"Male",9.2363,"1","48","0","1-2 Year","Yes","low","26",109,"0"
"Female",-14.7637,"1","30","0","< 1 Year","Yes","high","152",264,"0"
"Female",-14.7637,"1","50","1","< 1 Year","No","high","152",34,"0"
"Female",14.2363,"1","41","0","> 2 Years","Yes","high","124",245,"0"
"Female",-14.7637,"1","21","0","< 1 Year","Yes","medium","152",74,"0"
"Female",-7.7637,"1","3","0","< 1 Year","No","medium","152",244,"1"
"Male",23.2363,"1","8","1","1-2 Year","No","low","124",120,"0"
"Male",-0.7637,"1","47","0","1-2 Year","Yes","medium","160",192,"0"
"Male",-9.7637,"1","28","0","< 1 Year","Yes","low","156",121,"0"
"Male",-11.7637,"1","49","1","< 1 Year","No","low","160",258,"0"
"Female",27.2363,"1","28","1","1-2 Year","No","medium","124",101,"0"
"Female",-13.7637,"1","8","1","< 1 Year","No","high","152",178,"0"
"Male",-14.7637,"1","14","1","< 1 Year","No","medium","152",292,"0"
"Male",-1.7637,"1","46","0","1-2 Year","Yes","medium","124",196,"0"
"Male",11.2363,"1","3","0","1-2 Year","Yes","low","124",229,"0"
"Male",-15.7637,"1","37","0","< 1 Year","No","medium","151",265,"0"
"Female",-3.7637,"1","48","0","1-2 Year","Yes","low","124",284,"0"
"Male",3.2363,"1","41","0","1-2 Year","Yes","medium","136",214,"0"
"Male",14.2363,"1","46","0","> 2 Years","Yes","medium","124",42,"0"
"Female",-16.7637,"1","8","1","< 1 Year","No","medium","152",250,"0"
"Male",3.2363,"1","0","1","1-2 Year","No","low","111",265,"0"
"Male",27.2363,"1","15","0","1-2 Year","Yes","low","26",77,"0"
"Female",41.2363,"1","28","0","1-2 Year","Yes","high","26",259,"0"
"Female",-16.7637,"1","15","1","< 1 Year","No","high","160",37,"0"
"Male",-8.7637,"1","50","1","< 1 Year","No","high","152",294,"0"
"Male",-16.7637,"1","30","1","< 1 Year","No","medium","152",10,"0"
"Male",-16.7637,"1","8","1","< 1 Year","Yes","high","152",286,"0"
"Female",-15.7637,"1","52","1","< 1 Year","No","high","152",228,"0"
"Male",-13.7637,"1","28","0","< 1 Year","Yes","medium","152",266,"0"
"Male",21.2363,"1","28","0","1-2 Year","Yes","low","158",254,"0"
"Male",-13.7637,"1","37","0","< 1 Year","No","medium","152",148,"0"
"Male",13.2363,"1","15","1","1-2 Year","No","medium","26",82,"0"
"Male",4.2363,"1","28","0","> 2 Years","Yes","medium","25",30,"1"
"Male",-15.7637,"1","37","1","< 1 Year","No","medium","152",51,"0"
"Male",16.2363,"1","8","0","1-2 Year","Yes","high","152",298,"0"
"Male",30.2363,"1","35","1","1-2 Year","No","low","26",122,"0"
"Male",-17.7637,"1","17","1","< 1 Year","No","high","160",222,"0"
"Male",-14.7637,"1","33","1","< 1 Year","No","medium","152",169,"0"
"Male",-11.7637,"1","15","1","< 1 Year","No","high","152",219,"0"
"Female",-16.7637,"1","45","1","< 1 Year","No","low","152",299,"0"
"Male",30.2363,"1","28","1","1-2 Year","No","high","124",12,"0"
"Female",14.2363,"1","29","0","1-2 Year","Yes","high","124",34,"1"
"Male",26.2363,"1","28","0","1-2 Year","Yes","medium","31",282,"0"
"Male",5.2363,"1","33","1","1-2 Year","Yes","low","156",87,"0"
"Male",10.2363,"1","28","0","1-2 Year","Yes","low","124",20,"0"
"Male",20.2363,"1","28","0","1-2 Year","Yes","medium","124",266,"0"
"Male",9.2363,"1","0","0","1-2 Year","Yes","low","26",118,"0"
"Female",1.2363,"1","28","0","1-2 Year","Yes","high","124",134,"0"
"Male",8.2363,"1","28","0","1-2 Year","Yes","high","26",127,"0"
"Male",9.2363,"1","28","1","1-2 Year","No","high","26",158,"0"
"Male",12.2363,"1","28","0","1-2 Year","Yes","medium","26",95,"1"
"Male",16.2363,"1","28","0","1-2 Year","No","high","52",71,"0"
"Male",-11.7637,"1","11","1","< 1 Year","No","medium","152",160,"0"
"Male",4.2363,"1","17","0","1-2 Year","Yes","low","124",216,"0"
"Male",-15.7637,"1","30","1","< 1 Year","No","medium","152",34,"0"
"Male",22.2363,"1","41","1","1-2 Year","Yes","high","26",167,"0"
"Male",31.2363,"1","28","1","1-2 Year","Yes","medium","124",223,"0"
"Male",-9.7637,"1","29","1","< 1 Year","No","low","152",107,"0"
"Female",-18.7637,"1","34","0","< 1 Year","Yes","medium","160",25,"0"
"Male",-13.7637,"1","28","1","< 1 Year","No","medium","152",244,"0"
"Female",-17.7637,"1","10","1","< 1 Year","No","medium","160",143,"0"
"Male",-9.7637,"1","30","1","< 1 Year","No","medium","152",182,"0"
"Male",19.2363,"1","15","0","1-2 Year","Yes","high","14",256,"0"
"Female",27.2363,"1","28","0","1-2 Year","No","high","26",273,"0"
"Male",-3.7637,"1","9","0","1-2 Year","Yes","high","124",152,"0"
"Female",-16.7637,"1","12","1","< 1 Year","No","medium","26",162,"0"
"Male",-7.7637,"1","30","1","1-2 Year","No","medium","26",268,"0"
"Female",-9.7637,"1","11","1","< 1 Year","No","low","152",156,"0"
"Male",20.2363,"1","3","0","> 2 Years","Yes","medium","26",282,"0"
"Male",18.2363,"1","28","0","1-2 Year","Yes","medium","124",230,"1"
"Male",18.2363,"1","41","0","1-2 Year","Yes","high","26",159,"0"
"Male",-14.7637,"1","36","1","< 1 Year","No","medium","152",31,"0"
"Female",-12.7637,"1","4","1","< 1 Year","No","high","152",23,"0"
"Male",-16.7637,"1","8","1","< 1 Year","No","high","152",83,"0"
"Male",18.2363,"1","31","0","1-2 Year","Yes","low","26",247,"0"
"Male",-15.7637,"1","15","1","< 1 Year","No","medium","152",217,"0"
"Female",-4.7637,"1","35","0","1-2 Year","Yes","low","152",289,"0"
"Female",6.2363,"1","35","0","1-2 Year","Yes","medium","124",78,"0"
"Female",36.2363,"1","47","0","1-2 Year","No","medium","124",82,"0"
"Female",-14.7637,"1","16","1","< 1 Year","No","medium","152",299,"0"
"Male",-14.7637,"1","41","1","< 1 Year","No","low","152",283,"0"
"Male",-17.7637,"1","30","0","< 1 Year","Yes","low","163",299,"1"
"Female",-7.7637,"1","47","0","< 1 Year","Yes","medium","152",45,"0"
"Male",-17.7637,"1","36","1","< 1 Year","No","medium","152",94,"0"
"Female",-14.7637,"1","33","0","< 1 Year","Yes","medium","152",63,"0"
"Male",-14.7637,"1","37","0","< 1 Year","Yes","medium","151",164,"0"
"Male",3.2363,"1","38","1","1-2 Year","No","low","156",240,"0"
"Female",-10.7637,"1","47","1","< 1 Year","No","medium","152",56,"0"
"Female",-16.7637,"1","36","1","< 1 Year","No","high","152",15,"0"
"Male",-9.7637,"1","50","1","< 1 Year","No","medium","152",30,"0"
"Male",9.2363,"1","28","0","1-2 Year","Yes","medium","26",296,"0"
"Male",22.2363,"1","8","0","1-2 Year","Yes","medium","25",150,"0"
"Male",1.2363,"1","24","0","1-2 Year","Yes","low","157",68,"0"
"Male",-15.7637,"1","3","1","< 1 Year","No","medium","152",12,"0"
"Male",16.2363,"1","28","0","1-2 Year","Yes","high","124",260,"0"
"Female",-16.7637,"1","32","0","< 1 Year","Yes","medium","152",11,"0"
"Male",24.2363,"1","28","1","1-2 Year","No","high","122",267,"0"
"Male",29.2363,"1","8","0","1-2 Year","Yes","medium","26",92,"0"
"Male",-7.7637,"1","28","1","< 1 Year","No","high","152",245,"0"
"Male",-10.7637,"1","41","0","< 1 Year","Yes","low","156",106,"1"
"Male",-2.7637,"1","30","0","< 1 Year","No","low","1",227,"0"
"Female",-13.7637,"1","47","1","< 1 Year","No","medium","152",124,"0"
"Male",13.2363,"1","28","1","1-2 Year","No","medium","13",56,"0"
"Male",3.2363,"1","28","0","1-2 Year","Yes","high","26",82,"0"
"Male",-8.7637,"1","35","1","< 1 Year","No","medium","152",227,"0"
"Female",-7.7637,"1","28","0","< 1 Year","Yes","high","26",147,"0"
"Male",2.2363,"1","28","0","1-2 Year","Yes","high","124",87,"0"
"Male",-13.7637,"1","28","1","< 1 Year","No","high","152",288,"0"
"Female",-11.7637,"1","50","1","< 1 Year","No","medium","152",251,"0"
"Female",-15.7637,"1","37","1","< 1 Year","No","medium","152",225,"0"
"Male",-17.7637,"1","25","1","< 1 Year","No","medium","152",120,"0"
"Male",-13.7637,"1","8","1","< 1 Year","No","high","152",289,"0"
"Male",9.2363,"1","28","0","1-2 Year","Yes","medium","31",146,"1"
"Male",-12.7637,"1","35","1","< 1 Year","Yes","medium","152",143,"0"
"Female",-13.7637,"1","8","0","< 1 Year","Yes","medium","152",89,"0"
"Male",-17.7637,"1","15","1","< 1 Year","No","medium","160",67,"0"
"Female",-17.7637,"1","36","1","< 1 Year","No","medium","152",14,"0"
"Female",-14.7637,"1","6","1","< 1 Year","No","medium","152",248,"0"
"Male",10.2363,"1","38","0","1-2 Year","Yes","low","124",117,"0"
"Female",-6.7637,"1","28","0","1-2 Year","Yes","medium","122",256,"0"
"Female",-12.7637,"1","28","0","< 1 Year","Yes","medium","152",289,"0"
"Male",-13.7637,"1","28","0","< 1 Year","Yes","medium","163",287,"0"
"Female",-14.7637,"1","47","0","< 1 Year","Yes","medium","160",98,"0"
"Female",-17.7637,"1","15","0","< 1 Year","Yes","high","152",46,"0"
"Male",14.2363,"1","39","0","> 2 Years","Yes","medium","156",264,"0"
"Female",12.2363,"1","28","1","1-2 Year","No","medium","122",140,"0"
"Male",-14.7637,"1","47","0","< 1 Year","No","medium","151",119,"0"
"Female",31.2363,"1","0","0","> 2 Years","Yes","low","26",207,"0"
"Male",5.2363,"1","28","0","1-2 Year","No","high","124",286,"0"
"Male",-18.7637,"1","46","0","< 1 Year","No","low","160",79,"0"
"Male",5.2363,"1","8","1","1-2 Year","No","high","26",139,"0"
"Male",-4.7637,"1","46","0","1-2 Year","Yes","medium","124",44,"0"
"Female",-4.7637,"1","8","0","1-2 Year","Yes","high","26",61,"0"
"Male",-10.7637,"1","52","1","< 1 Year","No","high","152",275,"0"
"Male",-12.7637,"1","36","1","< 1 Year","No","medium","152",193,"0"
"Male",13.2363,"1","0","1","1-2 Year","No","low","124",155,"0"
"Female",-12.7637,"1","37","1","< 1 Year","No","low","152",230,"0"
"Female",-14.7637,"1","8","1","< 1 Year","No","high","152",65,"0"
"Male",17.2363,"1","7","0","1-2 Year","Yes","low","122",255,"0"
"Female",-14.7637,"1","3","1","< 1 Year","No","low","160",184,"0"
"Male",6.2363,"1","28","0","1-2 Year","Yes","medium","124",177,"1"
"Female",-12.7637,"1","9","1","< 1 Year","No","low","152",214,"0"
"Male",8.2363,"1","28","0","1-2 Year","Yes","medium","124",197,"1"
"Female",-17.7637,"1","45","0","< 1 Year","Yes","medium","152",286,"0"
"Male",-10.7637,"1","50","1","1-2 Year","No","medium","8",54,"0"
"Female",-14.7637,"1","15","1","< 1 Year","No","medium","152",115,"0"
"Male",-7.7637,"1","28","1","< 1 Year","No","high","152",95,"0"
"Male",0.2363,"1","28","0","1-2 Year","Yes","high","23",279,"0"
"Male",32.2363,"0","46","0","1-2 Year","No","medium","119",47,"0"
"Female",-12.7637,"1","30","1","< 1 Year","No","medium","152",29,"0"
"Male",31.2363,"1","28","0","1-2 Year","Yes","high","122",171,"1"
"Male",-14.7637,"1","14","1","< 1 Year","No","medium","152",112,"0"
"Male",14.2363,"1","28","1","1-2 Year","No","high","26",170,"0"
"Male",13.2363,"1","28","0","1-2 Year","No","high","122",183,"0"
"Male",3.2363,"1","48","1","1-2 Year","No","low","124",87,"0"
"Female",-2.7637,"1","25","0","1-2 Year","No","medium","152",102,"0"
"Male",-17.7637,"1","28","1","< 1 Year","No","high","152",21,"0"
"Female",-16.7637,"1","8","0","< 1 Year","Yes","low","160",195,"0"
"Female",-13.7637,"1","33","1","< 1 Year","No","high","151",295,"0"
"Female",8.2363,"1","35","0","1-2 Year","Yes","low","26",168,"0"
"Male",3.2363,"1","28","0","1-2 Year","Yes","medium","152",280,"0"
"Female",-13.7637,"1","41","1","< 1 Year","No","medium","152",109,"0"
"Female",-14.7637,"1","8","1","< 1 Year","No","medium","152",249,"0"
"Female",30.2363,"1","28","1","1-2 Year","Yes","medium","26",231,"0"
"Male",-2.7637,"1","36","0","1-2 Year","Yes","low","163",95,"1"
"Male",20.2363,"1","33","1","1-2 Year","No","medium","124",87,"0"
"Female",-13.7637,"1","47","1","< 1 Year","No","medium","152",279,"0"
"Male",-13.7637,"1","41","1","< 1 Year","No","medium","152",24,"0"
"Female",-3.7637,"1","6","0","1-2 Year","Yes","medium","157",262,"1"
"Male",-7.7637,"1","28","0","1-2 Year","Yes","low","124",87,"0"
"Female",-6.7637,"1","15","1","< 1 Year","No","medium","152",139,"0"
"Female",-9.7637,"1","13","0","1-2 Year","Yes","medium","154",96,"1"
"Female",-14.7637,"1","10","0","< 1 Year","No","medium","26",155,"0"
"Male",21.2363,"1","18","1","1-2 Year","No","low","152",189,"0"
"Female",-17.7637,"1","24","0","< 1 Year","No","medium","152",85,"0"
"Female",-14.7637,"1","18","1","< 1 Year","No","low","152",257,"0"
"Male",-9.7637,"1","3","0","< 1 Year","Yes","low","124",78,"1"
"Female",-8.7637,"1","8","0","1-2 Year","Yes","high","124",70,"1"
